# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
RIMBP2	ENSG00000060709	ENST00000544568	retained_intron	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RIMS2	ENSG00000176406	ENST00000262231	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RIMS2	ENSG00000176406	ENST00000406091	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RIMS2	ENSG00000176406	ENST00000408894	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RIMS2	ENSG00000176406	ENST00000436393	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RIMS2	ENSG00000176406	ENST00000507740	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RIN3	ENSG00000100599	ENST00000216487	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0
RIN3	ENSG00000100599	ENST00000418924	processed_transcript	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0
RIN3	ENSG00000100599	ENST00000553959	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RIN3	ENSG00000100599	ENST00000554888	processed_transcript	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RIN3	ENSG00000100599	ENST00000555589	nonsense_mediated_decay	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0
RIN3	ENSG00000100599	ENST00000556418	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RIT2	ENSG00000152214	ENST00000326695	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RIT2	ENSG00000152214	ENST00000589109	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RIT2	ENSG00000152214	ENST00000590910	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RLIMP1	ENSG00000229456	ENST00000339626	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RMDN2	ENSG00000115841	ENST00000234195	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RMDN2	ENSG00000115841	ENST00000354545	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RMDN2	ENSG00000115841	ENST00000406384	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RMDN2	ENSG00000115841	ENST00000407257	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RMDN2	ENSG00000115841	ENST00000417700	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RMDN2	ENSG00000115841	ENST00000425641	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RMDN2	ENSG00000115841	ENST00000442857	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RMDN2	ENSG00000115841	ENST00000469469	processed_transcript	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RMDN2-AS1	ENSG00000235848	ENST00000414365	antisense	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RMDN2-AS1	ENSG00000235848	ENST00000598798	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SKP129	ENSG00000222220	ENST00000410288	misc_RNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SKP203	ENSG00000200488	ENST00000363618	misc_RNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SKP208	ENSG00000202344	ENST00000365474	misc_RNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RN7SKP223	ENSG00000222514	ENST00000410582	misc_RNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RN7SKP289	ENSG00000253053	ENST00000517244	misc_RNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RN7SKP3	ENSG00000223341	ENST00000411409	misc_RNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SKP40	ENSG00000253020	ENST00000517211	misc_RNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SKP78	ENSG00000201581	ENST00000364711	misc_RNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RN7SKP80	ENSG00000202058	ENST00000365188	misc_RNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RN7SL213P	ENSG00000239820	ENST00000463482	misc_RNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SL214P	ENSG00000242066	ENST00000487317	misc_RNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SL225P	ENSG00000239856	ENST00000464648	misc_RNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RN7SL269P	ENSG00000243051	ENST00000467795	misc_RNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RN7SL327P	ENSG00000244438	ENST00000488659	misc_RNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SL334P	ENSG00000244618	ENST00000465067	misc_RNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RN7SL338P	ENSG00000241568	ENST00000481467	misc_RNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SL363P	ENSG00000241869	ENST00000482412	misc_RNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SL406P	ENSG00000265741	ENST00000582021	misc_RNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SL412P	ENSG00000264949	ENST00000578371	misc_RNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RN7SL436P	ENSG00000265868	ENST00000570812	misc_RNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RN7SL444P	ENSG00000265753	ENST00000578948	misc_RNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RN7SL464P	ENSG00000243872	ENST00000492743	misc_RNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SL47P	ENSG00000244710	ENST00000488710	misc_RNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SL514P	ENSG00000266199	ENST00000579176	misc_RNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SL525P	ENSG00000264910	ENST00000579267	misc_RNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SL560P	ENSG00000264438	ENST00000577943	misc_RNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RN7SL564P	ENSG00000240606	ENST00000496309	misc_RNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RN7SL652P	ENSG00000265559	ENST00000577769	misc_RNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SL653P	ENSG00000239794	ENST00000494134	misc_RNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RN7SL661P	ENSG00000266829	ENST00000581107	misc_RNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RN7SL679P	ENSG00000243905	ENST00000497096	misc_RNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RN7SL702P	ENSG00000243980	ENST00000488394	misc_RNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RN7SL72P	ENSG00000243374	ENST00000460697	misc_RNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RN7SL732P	ENSG00000264618	ENST00000581157	misc_RNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SL75P	ENSG00000239908	ENST00000461926	misc_RNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SL793P	ENSG00000264554	ENST00000583259	misc_RNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SL82P	ENSG00000241266	ENST00000463782	misc_RNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SL84P	ENSG00000266223	ENST00000578969	misc_RNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
RN7SL856P	ENSG00000240913	ENST00000461754	misc_RNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SL857P	ENSG00000266551	ENST00000580228	misc_RNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RN7SL870P	ENSG00000244732	ENST00000460111	misc_RNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SL92P	ENSG00000265592	ENST00000580591	misc_RNA	0	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	2
RNA5-8SP5	ENSG00000202174	ENST00000365304	rRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RNA5-8SP6	ENSG00000251705	ENST00000515896	rRNA	0	0	0	10	0	0	0	7	0	0	0	0	0	0	0	0	0	3
RNA5S1	ENSG00000199352	ENST00000362482	rRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNA5S2	ENSG00000201588	ENST00000364718	rRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNA5SP115	ENSG00000223092	ENST00000411160	rRNA	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	1
RNA5SP154	ENSG00000252002	ENST00000516193	rRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RNA5SP162	ENSG00000251823	ENST00000516014	rRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNA5SP174	ENSG00000199572	ENST00000362702	rRNA	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
RNA5SP175	ENSG00000201145	ENST00000364275	rRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNA5SP19	ENSG00000202056	ENST00000365186	rRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNA5SP203	ENSG00000222383	ENST00000410451	rRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNA5SP277	ENSG00000202356	ENST00000365486	rRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNA5SP302	ENSG00000201766	ENST00000364896	rRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNA5SP357	ENSG00000199480	ENST00000362610	rRNA	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
RNA5SP374	ENSG00000199809	ENST00000362939	rRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNA5SP380	ENSG00000252999	ENST00000517190	rRNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
RNA5SP40	ENSG00000252956	ENST00000517147	rRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNA5SP41	ENSG00000222952	ENST00000411020	rRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNA5SP437	ENSG00000253058	ENST00000517249	rRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNA5SP457	ENSG00000200527	ENST00000363657	rRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNA5SP488	ENSG00000201812	ENST00000364942	rRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNA5SP502	ENSG00000199564	ENST00000362694	rRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNA5SP518	ENSG00000251766	ENST00000515957	rRNA	0	0	0	14	0	0	0	7	0	0	0	0	0	0	0	0	0	7
RNA5SP519	ENSG00000252289	ENST00000516480	rRNA	0	0	0	13	0	0	0	2	0	0	3	0	0	0	0	0	0	8
RNA5SP59	ENSG00000222854	ENST00000410922	rRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNA5SP77	ENSG00000202264	ENST00000365394	rRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNASE3	ENSG00000169397	ENST00000304639	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNASEH1P2	ENSG00000231458	ENST00000419919	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNF103-CHMP3	ENSG00000249884	ENST00000440757	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF103-CHMP3	ENSG00000249884	ENST00000604011	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF111	ENSG00000157450	ENST00000348370	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
RNF111	ENSG00000157450	ENST00000434298	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
RNF111	ENSG00000157450	ENST00000557998	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
RNF111	ENSG00000157450	ENST00000559209	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
RNF111	ENSG00000157450	ENST00000559592	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
RNF111	ENSG00000157450	ENST00000561186	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
RNF113A	ENSG00000125352	ENST00000371442	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNF114	ENSG00000124226	ENST00000244061	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF115	ENSG00000121848	ENST00000369291	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RNF115	ENSG00000121848	ENST00000539368	nonsense_mediated_decay	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RNF115	ENSG00000121848	ENST00000542738	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF123	ENSG00000164068	ENST00000327697	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RNF123	ENSG00000164068	ENST00000432042	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RNF123	ENSG00000164068	ENST00000443204	nonsense_mediated_decay	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RNF123	ENSG00000164068	ENST00000454491	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RNF123	ENSG00000164068	ENST00000457726	nonsense_mediated_decay	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RNF123	ENSG00000164068	ENST00000486102	retained_intron	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RNF123	ENSG00000164068	ENST00000487805	retained_intron	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RNF123	ENSG00000164068	ENST00000494005	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNF125	ENSG00000101695	ENST00000217740	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF125	ENSG00000101695	ENST00000580209	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF125	ENSG00000101695	ENST00000580863	retained_intron	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF125	ENSG00000101695	ENST00000583384	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF125	ENSG00000101695	ENST00000583814	retained_intron	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF128	ENSG00000133135	ENST00000255499	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
RNF128	ENSG00000133135	ENST00000324342	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
RNF128	ENSG00000133135	ENST00000418562	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
RNF152	ENSG00000176641	ENST00000312828	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF152	ENSG00000176641	ENST00000591306	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF165	ENSG00000141622	ENST00000269439	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF165	ENSG00000141622	ENST00000543885	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF165	ENSG00000141622	ENST00000586604	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF165	ENSG00000141622	ENST00000593230	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF170	ENSG00000120925	ENST00000240159	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNF170	ENSG00000120925	ENST00000319073	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNF170	ENSG00000120925	ENST00000319104	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF170	ENSG00000120925	ENST00000526349	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNF170	ENSG00000120925	ENST00000527424	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNF170	ENSG00000120925	ENST00000534961	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNF180	ENSG00000164197	ENST00000389100	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF19BPY	ENSG00000225653	ENST00000458209	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNF20	ENSG00000155827	ENST00000389120	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF213	ENSG00000173821	ENST00000319921	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RNF213	ENSG00000173821	ENST00000456466	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RNF213	ENSG00000173821	ENST00000508628	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RNF213	ENSG00000173821	ENST00000559070	retained_intron	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF213	ENSG00000173821	ENST00000582970	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RNF217	ENSG00000146373	ENST00000275184	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF217	ENSG00000146373	ENST00000359704	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF217	ENSG00000146373	ENST00000368414	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF217	ENSG00000146373	ENST00000368415	retained_intron	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF217	ENSG00000146373	ENST00000432158	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF217	ENSG00000146373	ENST00000454842	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNF217	ENSG00000146373	ENST00000519565	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF217	ENSG00000146373	ENST00000521654	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF217	ENSG00000146373	ENST00000560949	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNF219-AS1	ENSG00000234377	ENST00000430549	antisense	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
RNF219-AS1	ENSG00000234377	ENST00000444769	antisense	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
RNF219-AS1	ENSG00000234377	ENST00000560209	antisense	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
RNF219-AS1	ENSG00000234377	ENST00000605996	antisense	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
RNF219-AS1	ENSG00000234377	ENST00000606124	antisense	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
RNF219-AS1	ENSG00000234377	ENST00000606187	antisense	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
RNF219-AS1	ENSG00000234377	ENST00000606376	antisense	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
RNF219-AS1	ENSG00000234377	ENST00000606429	antisense	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
RNF219-AS1	ENSG00000234377	ENST00000606803	antisense	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
RNF219-AS1	ENSG00000234377	ENST00000607205	antisense	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
RNF219-AS1	ENSG00000234377	ENST00000607220	antisense	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
RNF219-AS1	ENSG00000234377	ENST00000607860	antisense	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
RNF219-AS1	ENSG00000234377	ENST00000607862	antisense	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
RNF41	ENSG00000181852	ENST00000345093	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF41	ENSG00000181852	ENST00000394013	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF41	ENSG00000181852	ENST00000547967	nonsense_mediated_decay	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF41	ENSG00000181852	ENST00000548120	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNF41	ENSG00000181852	ENST00000548225	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNF41	ENSG00000181852	ENST00000549038	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNF41	ENSG00000181852	ENST00000549119	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNF41	ENSG00000181852	ENST00000550379	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNF41	ENSG00000181852	ENST00000551711	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNF41	ENSG00000181852	ENST00000552244	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNF41	ENSG00000181852	ENST00000552656	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNGTT	ENSG00000111880	ENST00000265607	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNGTT	ENSG00000111880	ENST00000369475	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNGTT	ENSG00000111880	ENST00000369485	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNGTT	ENSG00000111880	ENST00000538899	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNMT	ENSG00000101654	ENST00000262173	protein_coding	0	1	0	3	0	0	0	0	3	0	0	1	0	0	0	0	0	0
RNMT	ENSG00000101654	ENST00000383314	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
RNMT	ENSG00000101654	ENST00000535051	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
RNMT	ENSG00000101654	ENST00000543302	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
RNMT	ENSG00000101654	ENST00000588417	retained_intron	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
RNMT	ENSG00000101654	ENST00000588457	nonsense_mediated_decay	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
RNMT	ENSG00000101654	ENST00000589866	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
RNMT	ENSG00000101654	ENST00000592764	protein_coding	0	1	0	3	0	0	0	0	3	0	0	1	0	0	0	0	0	0
RNMT	ENSG00000101654	ENST00000593007	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNPEPL1	ENSG00000142327	ENST00000270357	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNPEPL1	ENSG00000142327	ENST00000437406	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNPEPL1	ENSG00000142327	ENST00000451363	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNPEPL1	ENSG00000142327	ENST00000460884	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNPEPL1	ENSG00000142327	ENST00000464550	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNPEPL1	ENSG00000142327	ENST00000471657	retained_intron	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNPEPL1	ENSG00000142327	ENST00000481757	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RNPEPL1	ENSG00000142327	ENST00000486058	retained_intron	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNPEPL1	ENSG00000142327	ENST00000493398	retained_intron	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNPEPL1	ENSG00000142327	ENST00000498042	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNU1-1	ENSG00000206652	ENST00000383925	snRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RNU1-11P	ENSG00000206702	ENST00000383975	snRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNU1-13P	ENSG00000238825	ENST00000384499	snRNA	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
RNU1-2	ENSG00000207005	ENST00000384278	snRNA	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
RNU1-42P	ENSG00000200903	ENST00000364033	snRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNU1-58P	ENSG00000199283	ENST00000362413	snRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
