# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_sequence_feature	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_upstream_gene_variant
RP11-597A11.1	ENSG00000258027	ENST00000548261	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-597A11.3	ENSG00000257846	ENST00000550646	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RP11-597K23.2	ENSG00000259518	ENST00000558082	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP11-597K23.2	ENSG00000259518	ENST00000559788	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP11-608O21.1	ENSG00000248515	ENST00000511431	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-60I3.5	ENSG00000255145	ENST00000529965	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-613G13.1	ENSG00000258758	ENST00000556703	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP11-637O19.3	ENSG00000272162	ENST00000480294	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-643G5.6	ENSG00000255429	ENST00000528319	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-64C12.8	ENSG00000267069	ENST00000586226	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RP11-655M14.14	ENSG00000254883	ENST00000524977	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP11-655M14.4	ENSG00000255147	ENST00000531603	unprocessed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP11-65N13.8	ENSG00000239705	ENST00000468244	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-666A8.11	ENSG00000267084	ENST00000589690	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RP11-672F9.1	ENSG00000226113	ENST00000450980	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-677I18.4	ENSG00000254580	ENST00000524966	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
RP11-700H13.1	ENSG00000261638	ENST00000562304	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RP11-700H13.1	ENSG00000261638	ENST00000569328	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RP11-707M1.1	ENSG00000205035	ENST00000527477	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-707M1.1	ENSG00000205035	ENST00000530858	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-707M1.1	ENSG00000205035	ENST00000534201	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-716A19.3	ENSG00000223498	ENST00000426556	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP11-71N10.1	ENSG00000239922	ENST00000467198	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
RP11-71N10.1	ENSG00000239922	ENST00000485006	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-727A23.1	ENSG00000241020	ENST00000463987	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP11-727A23.7	ENSG00000254551	ENST00000531869	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RP11-773D16.1	ENSG00000225484	ENST00000419697	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP11-773D16.1	ENSG00000225484	ENST00000430963	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP11-773D16.1	ENSG00000225484	ENST00000470445	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP11-773D16.1	ENSG00000225484	ENST00000477192	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP11-773D16.1	ENSG00000225484	ENST00000483080	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP11-773D16.1	ENSG00000225484	ENST00000484794	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP11-773D16.1	ENSG00000225484	ENST00000488805	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP11-773D16.1	ENSG00000225484	ENST00000495430	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP11-773D16.1	ENSG00000225484	ENST00000496359	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP11-782C8.1	ENSG00000230850	ENST00000428930	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
RP11-782C8.1	ENSG00000230850	ENST00000438000	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
RP11-782C8.1	ENSG00000230850	ENST00000447407	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
RP11-782C8.1	ENSG00000230850	ENST00000454861	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
RP11-782C8.2	ENSG00000232274	ENST00000412204	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
RP11-782C8.2	ENSG00000232274	ENST00000422129	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
RP11-787D18.2	ENSG00000254222	ENST00000521378	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-798M19.6	ENSG00000272870	ENST00000608794	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-798M19.6	ENSG00000272870	ENST00000608892	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP11-798M19.6	ENSG00000272870	ENST00000609153	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-798M19.6	ENSG00000272870	ENST00000609900	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP11-79E3.3	ENSG00000250954	ENST00000512581	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-7C6.1	ENSG00000236495	ENST00000443282	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-805F19.1	ENSG00000264880	ENST00000581690	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-83M16.6	ENSG00000250421	ENST00000506819	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-83M16.6	ENSG00000250421	ENST00000510621	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-847H18.2	ENSG00000245482	ENST00000501954	antisense	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
RP11-85K15.2	ENSG00000258704	ENST00000555015	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-85K15.2	ENSG00000258704	ENST00000556355	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-863P13.1	ENSG00000260162	ENST00000563521	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP11-863P13.3	ENSG00000261327	ENST00000562705	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RP11-863P13.3	ENSG00000261327	ENST00000568031	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RP11-863P13.3	ENSG00000261327	ENST00000596422	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-894J14.5	ENSG00000272305	ENST00000607203	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-894J14.5	ENSG00000272305	ENST00000607283	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-894J14.5	ENSG00000272305	ENST00000607495	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-91A18.4	ENSG00000223390	ENST00000425802	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP11-92G12.3	ENSG00000260088	ENST00000568695	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RP11-944L7.4	ENSG00000236869	ENST00000457331	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-958N24.2	ENSG00000227827	ENST00000532739	unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP11-989E6.3	ENSG00000214614	ENST00000398669	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP11-989E6.3	ENSG00000214614	ENST00000562241	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP11-989E6.3	ENSG00000214614	ENST00000566260	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP13-46H24.1	ENSG00000254739	ENST00000526431	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RP3-391O22.1	ENSG00000220643	ENST00000404133	processed_pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP3-467N11.1	ENSG00000260000	ENST00000565695	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP3-467N11.2	ENSG00000270987	ENST00000604292	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RP4-544H6.2	ENSG00000227290	ENST00000452509	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP4-669B10.3	ENSG00000243583	ENST00000470988	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP4-669B10.6	ENSG00000270729	ENST00000604902	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP4-675G8.2	ENSG00000239275	ENST00000458152	unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RP4-704D23.1	ENSG00000234593	ENST00000447908	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RP5-1024G6.5	ENSG00000226754	ENST00000458151	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RP5-1024G6.8	ENSG00000270172	ENST00000602943	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RP5-1121H13.4	ENSG00000225458	ENST00000431589	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RP5-1164C1.2	ENSG00000238282	ENST00000419863	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RPGRIP1	ENSG00000092200	ENST00000206660	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RPGRIP1	ENSG00000092200	ENST00000307974	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RPGRIP1	ENSG00000092200	ENST00000382933	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RPGRIP1	ENSG00000092200	ENST00000400017	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RPGRIP1	ENSG00000092200	ENST00000553500	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RPGRIP1	ENSG00000092200	ENST00000553927	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RPGRIP1	ENSG00000092200	ENST00000554303	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RPGRIP1	ENSG00000092200	ENST00000555322	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RPGRIP1	ENSG00000092200	ENST00000555489	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RPGRIP1	ENSG00000092200	ENST00000555587	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RPGRIP1	ENSG00000092200	ENST00000556336	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RPGRIP1	ENSG00000092200	ENST00000557351	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RPGRIP1	ENSG00000092200	ENST00000557771	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RPL23AP7	ENSG00000240356	ENST00000391616	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RPL23AP7	ENSG00000240356	ENST00000416673	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RPL7P45	ENSG00000225823	ENST00000455851	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RPN1	ENSG00000163902	ENST00000497289	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RPRD2	ENSG00000163125	ENST00000369067	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RPRD2	ENSG00000163125	ENST00000369068	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RPRD2	ENSG00000163125	ENST00000401000	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RPRD2	ENSG00000163125	ENST00000492220	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RPRD2	ENSG00000163125	ENST00000539519	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RPS10-NUDT3	ENSG00000270800	ENST00000605528	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RPS11P6	ENSG00000243024	ENST00000535684	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RPS26P35	ENSG00000242206	ENST00000480579	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RSL24D1P4	ENSG00000215800	ENST00000400938	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RUNDC3B	ENSG00000105784	ENST00000338056	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RUNDC3B	ENSG00000105784	ENST00000394654	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RUNDC3B	ENSG00000105784	ENST00000466676	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RUNDC3B	ENSG00000105784	ENST00000476114	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RUNDC3B	ENSG00000105784	ENST00000489461	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RUNDC3B	ENSG00000105784	ENST00000493037	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RUNDC3B	ENSG00000105784	ENST00000497788	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RYR2	ENSG00000198626	ENST00000360064	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RYR2	ENSG00000198626	ENST00000366574	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RYR2	ENSG00000198626	ENST00000542537	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RYR2	ENSG00000198626	ENST00000608590	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SACS	ENSG00000151835	ENST00000382292	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SACS	ENSG00000151835	ENST00000382298	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SACS	ENSG00000151835	ENST00000402364	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SACS	ENSG00000151835	ENST00000423156	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SACS	ENSG00000151835	ENST00000455470	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SACS	ENSG00000151835	ENST00000476776	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
SAMD3	ENSG00000164483	ENST00000368134	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SAP30	ENSG00000164105	ENST00000296504	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SAP30	ENSG00000164105	ENST00000504618	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SCAI	ENSG00000173611	ENST00000336505	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SCAI	ENSG00000173611	ENST00000373549	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SCAI	ENSG00000173611	ENST00000477186	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SCAPER	ENSG00000140386	ENST00000303521	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SCAPER	ENSG00000140386	ENST00000324767	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SCAPER	ENSG00000140386	ENST00000538941	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SCAPER	ENSG00000140386	ENST00000563290	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SCAPER	ENSG00000140386	ENST00000563688	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SCAPER	ENSG00000140386	ENST00000564757	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SCEL	ENSG00000136155	ENST00000349847	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SCEL	ENSG00000136155	ENST00000377246	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SCEL	ENSG00000136155	ENST00000535157	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SCN9A	ENSG00000169432	ENST00000303354	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SCN9A	ENSG00000169432	ENST00000375387	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SCN9A	ENSG00000169432	ENST00000409435	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SCN9A	ENSG00000169432	ENST00000409672	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SDF2L1	ENSG00000128228	ENST00000248958	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SDF2L1	ENSG00000128228	ENST00000466935	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SDK1	ENSG00000146555	ENST00000389531	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SDK1	ENSG00000146555	ENST00000404826	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000339861	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000343780	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000420987	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000429836	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000450295	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000455551	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000469653	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SEMA4D	ENSG00000187764	ENST00000492386	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SEMA4D	ENSG00000187764	ENST00000537934	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SEPT10	ENSG00000186522	ENST00000334001	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SEPT10	ENSG00000186522	ENST00000356688	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SEPT10	ENSG00000186522	ENST00000397712	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SEPT10	ENSG00000186522	ENST00000397714	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SEPT10	ENSG00000186522	ENST00000415095	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SEPT10	ENSG00000186522	ENST00000437928	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SEPT10	ENSG00000186522	ENST00000468616	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SEPT10	ENSG00000186522	ENST00000545389	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SEPT6	ENSG00000125354	ENST00000343984	protein_coding	0	1	0	2	0	0	0	0	0	2	0	1	0	0	0
SEPT6	ENSG00000125354	ENST00000354228	protein_coding	0	1	0	2	0	0	0	0	0	2	0	1	0	0	0
SEPT6	ENSG00000125354	ENST00000354416	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
SEPT6	ENSG00000125354	ENST00000360156	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
SEPT6	ENSG00000125354	ENST00000394610	protein_coding	0	1	0	2	0	0	0	0	0	2	0	1	0	0	0
SEPT6	ENSG00000125354	ENST00000394616	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0
SEPT6	ENSG00000125354	ENST00000394617	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0
SEPT6	ENSG00000125354	ENST00000460411	nonsense_mediated_decay	0	1	0	2	0	0	0	0	0	2	0	1	0	0	0
SEPT6	ENSG00000125354	ENST00000467310	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SEPT6	ENSG00000125354	ENST00000481072	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
SEPT6	ENSG00000125354	ENST00000489216	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
SETP22	ENSG00000213701	ENST00000412243	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
SFRP5	ENSG00000120057	ENST00000266066	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SH3GL3	ENSG00000140600	ENST00000324537	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SH3GL3	ENSG00000140600	ENST00000427482	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SH3GL3	ENSG00000140600	ENST00000434347	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SH3GL3	ENSG00000140600	ENST00000492099	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SH3GL3	ENSG00000140600	ENST00000535412	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SH3GL3	ENSG00000140600	ENST00000563901	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SH3KBP1	ENSG00000147010	ENST00000379697	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SH3KBP1	ENSG00000147010	ENST00000397821	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SIKE1	ENSG00000052723	ENST00000060969	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
SIKE1	ENSG00000052723	ENST00000369524	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
SIKE1	ENSG00000052723	ENST00000369528	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SIKE1	ENSG00000052723	ENST00000506320	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
SIKE1	ENSG00000052723	ENST00000510745	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
SKAP1	ENSG00000141293	ENST00000336915	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SKAP1	ENSG00000141293	ENST00000579476	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SKAP1	ENSG00000141293	ENST00000581400	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SKAP1	ENSG00000141293	ENST00000584709	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SKAP1	ENSG00000141293	ENST00000584924	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SKAP2	ENSG00000005020	ENST00000345317	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SKAP2	ENSG00000005020	ENST00000432747	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SKAP2	ENSG00000005020	ENST00000468712	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SKAP2	ENSG00000005020	ENST00000490456	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SKAP2	ENSG00000005020	ENST00000495802	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SKAP2	ENSG00000005020	ENST00000497511	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SKAP2	ENSG00000005020	ENST00000539623	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SLC12A7	ENSG00000113504	ENST00000264930	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
SLC13A3	ENSG00000158296	ENST00000279027	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SLC13A3	ENSG00000158296	ENST00000290317	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SLC13A3	ENSG00000158296	ENST00000372121	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SLC13A3	ENSG00000158296	ENST00000396360	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SLC13A3	ENSG00000158296	ENST00000413164	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SLC13A3	ENSG00000158296	ENST00000420568	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SLC13A3	ENSG00000158296	ENST00000435032	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SLC13A3	ENSG00000158296	ENST00000450298	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SLC13A3	ENSG00000158296	ENST00000464518	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SLC13A3	ENSG00000158296	ENST00000468915	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SLC13A3	ENSG00000158296	ENST00000472148	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SLC13A3	ENSG00000158296	ENST00000495082	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SLC25A34	ENSG00000162461	ENST00000294454	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
SLC35E4	ENSG00000100036	ENST00000300385	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SLC35E4	ENSG00000100036	ENST00000343605	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SLC35E4	ENSG00000100036	ENST00000406566	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SLC35E4	ENSG00000100036	ENST00000451479	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SLC35F4	ENSG00000151812	ENST00000556568	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SLC35F4	ENSG00000151812	ENST00000556826	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SLC39A11	ENSG00000133195	ENST00000255559	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
